index_type,relative_day,feature,observed_count,anchor_count,player_count,event_weighted_mean,median,player_equal_mean
event,-16,wellness_report_present,68,68,13,0.6323529411764706,1.0,0.4302503052503053
event,-15,wellness_report_present,68,68,13,0.6764705882352942,1.0,0.519078144078144
event,-14,wellness_report_present,68,68,13,0.6764705882352942,1.0,0.5520451770451771
event,-13,wellness_report_present,68,68,13,0.6764705882352942,1.0,0.5351037851037851
event,-12,wellness_report_present,68,68,13,0.7058823529411765,1.0,0.563949938949939
event,-11,wellness_report_present,68,68,13,0.6764705882352942,1.0,0.5053418803418803
event,-10,wellness_report_present,68,68,13,0.6470588235294118,1.0,0.49007936507936506
event,-9,wellness_report_present,68,68,13,0.75,1.0,0.6613247863247863
event,-8,wellness_report_present,68,68,13,0.7794117647058824,1.0,0.6169108669108668
event,-7,wellness_report_present,68,68,13,0.6764705882352942,1.0,0.5148046398046398
event,-6,wellness_report_present,68,68,13,0.7058823529411765,1.0,0.5523504273504274
event,-5,wellness_report_present,68,68,13,0.6617647058823529,1.0,0.5679181929181929
event,-4,wellness_report_present,68,68,13,0.6470588235294118,1.0,0.5102258852258852
event,-3,wellness_report_present,68,68,13,0.6617647058823529,1.0,0.5541819291819292
event,-2,wellness_report_present,68,68,13,0.6911764705882353,1.0,0.5605921855921856
event,-1,wellness_report_present,68,68,13,0.6911764705882353,1.0,0.583028083028083
event,0,wellness_report_present,68,68,13,0.9705882352941176,1.0,0.9198717948717949
reporting_reference,-28,wellness_report_present,68,68,13,0.6617647058823529,1.0,0.5479242979242979
reporting_reference,-27,wellness_report_present,68,68,13,0.6617647058823529,1.0,0.601037851037851
reporting_reference,-26,wellness_report_present,68,68,13,0.6029411764705882,1.0,0.5676129426129426
reporting_reference,-25,wellness_report_present,68,68,13,0.6323529411764706,1.0,0.5763125763125763
reporting_reference,-24,wellness_report_present,68,68,13,0.6323529411764706,1.0,0.5454822954822954
reporting_reference,-23,wellness_report_present,68,68,13,0.6029411764705882,1.0,0.5271672771672772
reporting_reference,-22,wellness_report_present,68,68,13,0.6617647058823529,1.0,0.5839438339438339
reporting_reference,-21,wellness_report_present,68,68,13,0.6323529411764706,1.0,0.5601343101343101
reporting_reference,-20,wellness_report_present,68,68,13,0.7058823529411765,1.0,0.6013431013431013
reporting_reference,-19,wellness_report_present,68,68,13,0.6617647058823529,1.0,0.568070818070818
reporting_reference,-18,wellness_report_present,68,68,13,0.6617647058823529,1.0,0.5616605616605617
reporting_reference,-17,wellness_report_present,68,68,13,0.5735294117647058,1.0,0.5218253968253967
reporting_reference,-16,wellness_report_present,68,68,13,0.6323529411764706,1.0,0.585927960927961
reporting_reference,-15,wellness_report_present,68,68,13,0.6029411764705882,1.0,0.5228937728937729
reporting_reference,-14,wellness_report_present,68,68,13,0.5882352941176471,1.0,0.4981684981684982
